V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
1300,31061,0,26,1750,0,2,33142,32129,0,35758,1400,33726,1720,0,2600,0,0,35171,190000
326,99259,0,39,5000,0,-1,109636,102345,0,2016,17785,326,10000,-2,2016,0,61707,61707,700000
0,0,-2,24,0,-2,-1,0,0,-2,1086,0,0,0,-1,1086,1,0,0,140000
0,24921,0,29,2000,0,-1,16212,21333,0,11396,0,11304,3000,0,5000,-1,6202,6138,300000
5600,213738,2,39,20300,0,0,223810,228963,0,162244,4000,158542,0,0,6300,0,4000,108143,280000
2605,2605,-1,45,2605,-1,-1,4590,2605,-1,2605,10675,2605,4590,-1,2605,-1,3795,3795,150000
1083,48861,0,24,2000,2,0,48614,48082,0,26036,3000,26667,2233,0,1100,1,1400,26850,50000
534,20243,0,22,1410,0,0,19583,20400,0,20196,0,19983,1200,0,700,0,1000,19705,20000
2330,11058,0,27,2000,0,0,11776,11471,0,12660,2078,12660,1500,0,2300,0,1000,12413,40000
0,0,-1,33,7042,-1,-2,2986,7042,-1,0,0,0,2986,-2,0,1,0,0,170000
1100,27087,0,24,0,2,2,26992,26372,0,29237,1000,27693,1400,0,2100,1,0,28607,50000
1036,8755,0,37,1167,0,2,7540,8158,0,6963,0,8164,1022,2,0,0,2700,5923,10000
1633,2007,0,28,2000,0,0,3037,3477,-1,3633,3000,1633,1000,0,2000,-1,0,0,320000
0,24310,6,24,0,7,3,23353,23987,5,21796,0,22719,0,4,0,8,0,21162,20000
2021,152478,0,27,3001,0,0,54551,62084,0,97440,5001,14363,4005,-1,97441,0,5001,90717,470000
1252,550,-1,30,0,-1,0,13013,0,0,13659,0,14265,13013,0,3659,-1,0,0,230000
1000,15069,0,55,1600,0,0,16850,16123,0,18133,1000,17568,1300,0,1000,0,1000,18828,110000
1750,67648,0,31,3039,0,0,63179,68557,0,53948,784,57987,2047,0,1703,0,1721,39965,350000
0,0,-2,32,0,-2,-2,0,0,-2,7463,4985,0,0,-2,7463,-2,6804,6804,30000
0,47647,0,42,3700,0,0,50510,50232,2,29530,1132,32177,3700,0,1072,2,1500,29789,50000
0,30400,-2,37,500,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,50000
2000,50485,2,43,2200,2,2,52141,51582,2,54199,4500,52691,2000,2,2500,2,0,53176,100000
0,0,-2,26,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,50000
1000,15915,0,31,2330,0,0,9901,9050,0,9736,322,9975,2200,0,333,0,311,8703,10000
2662,43515,0,32,1739,0,0,45574,44557,0,47459,2500,49022,1756,0,1726,0,3000,49666,200000
1120,28234,0,46,1484,0,0,29437,28874,0,27268,800,27738,1436,0,995,0,989,27409,30000
4000,105192,0,39,3000,0,0,74510,90337,0,76180,3000,73876,6000,0,4000,0,4000,78400,140000
1397,35660,0,40,2000,0,0,38464,37082,0,40791,1600,38922,2000,0,2500,0,3000,43108,80000
1259,30606,0,25,1800,0,2,30291,29579,0,30456,1000,30616,1512,0,2500,0,0,29818,30000
4540,224020,0,38,8750,0,0,184500,227311,0,130883,4900,128190,7470,0,4710,0,4750,133504,230000
407,24401,0,24,1454,0,2,19461,22771,0,14669,102,16181,1384,0,673,0,0,14422,90000
1600,28408,0,32,1259,0,-2,11553,25695,0,0,0,2350,1035,0,0,0,0,0,80000
3043,137574,0,27,6048,0,0,122093,199563,0,100206,3031,105425,6371,0,3031,0,3066,96073,320000
1148,11315,0,51,1212,0,0,13349,12340,0,13904,525,14276,1221,2,0,0,510,14184,90000
0,0,-1,30,2500,-1,-2,0,2500,-2,0,0,0,0,-2,0,-2,0,0,360000
2971,4036,-2,36,0,-1,0,0,0,-1,1607,0,2971,0,0,0,-1,0,0,140000
4000,57364,0,40,2200,0,2,59863,58637,0,63976,2000,62860,2200,2,1777,2,0,63293,80000
700,4187,2,30,2300,2,2,3679,5152,-1,446,0,596,0,2,0,2,2300,2699,50000
39105,79837,0,27,27465,-1,-1,68117,27456,-1,54456,40000,39105,50154,-1,54456,0,46153,46153,360000
10000,386405,0,32,25016,0,0,293177,387910,0,253443,10000,274539,20018,0,79377,-1,52778,253671,500000
3000,68075,0,46,3000,0,0,71805,69972,0,75426,5000,73613,3000,0,3000,0,3000,77169,140000
4000,22109,0,23,6000,0,0,29230,25011,0,38217,4000,32747,5000,0,6000,0,8000,43744,90000
796,1371,2,24,796,-1,-1,398,796,-1,398,12111,796,0,0,0,-1,716,716,20000
40420,10737,-2,36,21197,-2,-2,11936,21197,-2,9210,6915,40420,11936,-2,9210,-2,17795,17795,180000
2366,1242,-2,34,4034,-2,-2,941,4006,-2,2945,744,2357,945,-2,2947,-2,1143,1143,200000
0,1989,-1,29,0,2,-1,866,-8,-1,892,594,0,874,-1,892,2,0,0,160000
0,21062,0,30,2000,0,-2,2207,6495,0,0,0,0,1000,-2,0,0,0,0,50000
10190,5150,-1,32,10190,-1,-1,10190,10190,-1,10594,10190,10190,10190,-1,10594,-1,11193,11193,200000
600,42543,0,25,1900,0,2,27095,34629,0,20100,1000,18538,1428,0,3000,0,0,19630,50000
2266,3779,-2,23,3955,-2,-2,2118,3944,-2,3527,0,2259,2124,-2,3638,-2,1303,1100,50000
1004,15854,-1,29,1000,0,-1,1004,8174,-1,646,0,1004,1004,-1,646,0,3508,3508,360000
2125,2000,-1,51,0,2,-1,2125,1000,-1,1000,23250,2125,2125,-1,1000,-1,2125,2125,160000
2101,12897,0,27,2011,0,-2,6655,13484,0,0,0,6618,2211,0,148,-1,0,0,30000
5818,3135,-1,39,2833,-1,0,1938,2822,-1,2628,0,5818,2015,-1,2628,-1,0,2628,180000
3000,117126,0,41,15315,-1,2,15513,11222,0,17499,0,18087,15000,2,0,0,3000,19939,160000
2000,33781,0,31,3000,0,0,26043,35879,0,29082,4000,27497,2000,0,2000,0,3000,31647,200000
1000,27826,0,30,1600,0,0,29622,28672,0,24536,1000,30271,1500,0,1000,-1,1000,22913,30000
20020,294827,0,36,20007,0,0,291760,292920,0,274632,10002,288024,20026,0,10017,0,15024,266669,500000
3899,133461,0,33,7010,0,0,132211,133393,0,101083,4000,101807,6657,0,3952,0,3900,101597,130000
2000,10159,2,39,2710,2,0,12183,12689,2,13621,2000,13979,0,2,0,2,2000,14809,180000
11000,148747,0,54,5500,0,0,145341,145231,0,151194,5215,153833,5500,2,0,-1,6000,145738,150000
2201,63903,0,24,3000,0,0,62958,65248,0,59482,1952,64209,2190,0,2181,0,2413,60883,70000
27365,45106,-2,36,81690,-2,-2,18122,81264,-2,21462,17397,27229,18225,-2,21570,-2,28050,27911,500000
2500,44801,0,49,3000,0,0,40649,41545,0,40612,2500,40843,4506,0,1800,0,4200,40656,60000
917,49860,-2,23,2500,-2,-2,50022,50187,-2,18777,2512,20114,1289,-2,1315,-2,5042,18273,50000
74354,58300,2,39,7876,0,0,142,59727,-1,30510,9100,29886,161,0,927,0,1089,31276,50000
2580,2937,-1,29,2024,-1,-1,1514,5150,-1,495,2265,2573,1522,-1,496,-1,1749,1744,140000
4700,166246,0,37,6700,0,0,136604,169163,0,133199,5000,136607,6800,0,4700,0,5500,135242,170000
0,80000,-2,27,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,80000
5000,164736,0,31,8833,0,2,150666,170564,0,133536,5000,133465,12005,0,8000,0,3000,132964,280000
0,92961,0,46,10125,0,-2,51722,76243,0,-8,0,-8,13092,-2,0,0,0,-16,360000
0,4148,-2,45,0,-1,-2,0,0,-2,0,0,0,0,-2,0,-1,0,0,180000
2182,30374,0,67,0,2,2,27737,29038,0,30124,2302,29499,1500,2,1200,2,0,26855,30000
4000,43356,0,27,0,2,2,46663,42381,0,50734,2000,49877,5000,2,1800,1,0,49764,60000
3849,149698,0,54,4834,0,0,124500,137260,0,98182,2402,111430,4371,0,3405,0,2887,84598,180000
1802,55349,0,42,2096,0,0,49483,52914,0,49460,1756,49292,2003,0,1783,0,1783,49470,110000
0,42897,2,24,3821,2,0,46468,45739,2,46371,2000,45422,1775,0,1833,1,1850,47297,140000
0,3000,-2,42,3300,-2,-2,0,3300,-2,610,2394,0,0,-2,610,-2,2165,2165,300000
0,279,3,31,0,2,-1,279,279,3,129,0,279,0,2,0,2,200,179,110000
2000,70476,0,41,2700,0,0,69520,68539,0,50311,2500,51605,3500,0,2000,0,2500,50729,70000
10662,20255,0,67,6000,0,-1,21529,18885,0,10662,11662,29236,5002,0,2,0,2408,2408,80000
0,20500,0,33,2191,0,-2,20960,16237,0,1017,6380,6914,1000,0,1017,2,780,780,20000
2209,10750,0,49,1507,0,0,8684,8755,0,4252,3000,5983,3109,0,2000,0,2500,5034,50000
6012,120151,0,42,4229,0,0,47857,89618,0,50332,110247,48128,5024,0,5191,0,12139,23688,300000
6179,21586,0,25,239104,0,0,203867,239499,0,147915,4000,188064,7098,0,5023,0,6090,139976,270000
3007,87579,0,30,4172,0,0,53505,72308,0,48125,1527,43371,2094,0,10021,0,3012,40388,100000
1000,32691,2,35,4500,0,0,36055,36344,2,37028,2000,36163,600,0,1600,0,2000,38250,110000
7338,1477,-1,61,3710,-1,-1,2252,3699,-1,2783,4527,4932,2266,-1,2791,-1,7433,7411,230000
10355,390,-1,44,5104,-1,-1,10318,5104,-1,14441,66950,5775,10318,-1,14441,-1,780,780,150000
3805,148341,-1,33,8405,-1,-1,15047,8095,-1,20461,27168,3220,15052,-1,20467,-1,3253,3249,350000
1500,28786,0,35,1500,0,0,25098,26496,0,25325,1500,26209,1450,0,1500,0,1500,26400,30000
1500,36513,0,28,2500,0,-1,39579,37628,0,85,11100,40879,3000,-1,85,0,4381,4381,310000
8500,244663,0,29,10000,0,0,229265,243209,0,232795,8000,228114,8000,0,8190,0,9000,237726,670000
2000,36802,0,50,2000,0,0,40259,38210,0,42913,2000,41585,3000,0,2000,0,2000,44197,110000
1115,7812,-2,41,0,-2,-2,0,0,-2,0,0,1115,0,-2,0,-2,0,0,200000
600,31089,0,33,0,2,0,11997,10989,0,13043,650,12397,1200,0,1000,1,650,13325,30000
12013,12633,0,33,80004,0,0,53978,88334,0,26567,4000,23687,1500,0,7000,0,2000,8435,110000
4853,11862,-2,27,1861,-2,-1,-14,1856,-2,9567,0,4839,0,-1,9567,-2,2000,11407,60000
1402,80463,0,37,3348,0,0,84271,82513,0,33963,1284,43832,3490,0,1233,0,1240,34638,150000
0,18738,0,24,20,2,-2,7190,18016,0,0,0,7190,1500,0,0,1,0,0,20000
0,-150,-2,54,0,-2,-2,-150,-150,-2,-150,0,-150,0,-2,0,1,0,-150,140000
4447,-9,-1,34,907,-1,-1,7752,898,-1,8495,528,4447,7772,-1,8495,1,0,0,120000
229,18012,0,41,1385,0,-1,16996,18367,0,8150,888,11461,1020,0,183,0,5584,5584,200000
0,2285,-2,38,0,-1,-2,0,0,-2,0,0,0,0,-2,0,-1,0,0,300000
500,2995,-2,52,2406,-1,-2,2277,2401,-2,3586,600,500,2282,-2,3586,-1,7399,7399,360000
2331,59643,0,31,3200,0,0,61017,61279,0,29526,2134,30117,2535,2,0,0,1073,29201,60000
341,2522,-1,31,0,-1,-1,18171,0,0,390,324,17051,18171,0,0,-1,16526,16526,50000
4000,147300,0,47,10000,0,0,102074,121855,0,96616,4000,94225,5000,0,4000,0,5000,95849,230000
0,71195,0,33,0,2,-1,60158,60553,0,35039,5169,16672,1399,-1,35039,1,8320,8320,360000
5555,149389,0,30,0,2,0,144229,145757,0,144386,4341,144470,5350,0,5836,1,4191,120586,140000
2000,50420,2,42,2500,2,2,52372,51818,2,54123,2200,52917,2000,2,2200,2,2100,55176,180000
4692,8760,-1,29,5932,-1,-1,9845,5882,-1,5767,4863,4677,9908,-1,5787,-1,6548,6532,350000
2683,5990,-2,44,1677,-2,-2,2920,1677,-2,1674,2749,2683,2920,-2,1674,-2,3273,3273,230000
3238,137606,0,25,6000,0,0,111000,140557,-1,89437,3000,3238,3200,-1,89437,2,3228,91136,140000
3838,115702,0,52,5517,0,0,109812,113576,0,100541,3296,104567,5381,0,3589,0,3397,96495,200000
2000,1445,0,48,2000,0,0,5338,3410,0,9112,2000,7239,2000,0,2000,0,2000,10949,30000
672,1262,-1,62,1642,-1,-1,1975,1642,-1,5112,20289,672,1975,-1,5112,-1,3932,3932,80000
28800,81764,0,29,20167,0,0,43777,92071,0,12643,10009,22806,5000,0,2000,0,20007,29707,140000
900,14536,0,35,1700,0,0,16431,15694,0,17581,900,17056,1300,0,800,0,800,18089,50000
2500,97474,0,27,2932,0,0,80131,78520,0,68927,2918,70788,3000,0,3000,0,2900,70678,170000
3000,81998,0,55,4003,2,0,80890,83674,0,33049,2000,31565,3000,0,3000,2,2000,22694,90000
7000,194241,0,29,12000,0,0,196537,193425,0,192829,10000,195268,8500,0,10000,0,10000,192499,200000
0,1261,0,30,2835,-1,-1,2522,2835,0,1261,540,1261,1000,-1,1261,-1,930,930,20000
1292,90258,0,38,30000,0,0,56776,76099,0,37906,705,37484,1708,0,1010,0,772,18387,480000
2500,3093,0,29,2000,0,-2,8186,2322,0,0,85,3980,2020,0,0,0,0,0,240000
7532,584,-2,38,3307,-2,-2,8660,3291,-2,1120,7718,7495,8703,-2,1125,-2,62,62,250000
2000,108300,0,40,5000,0,0,94833,108538,0,40643,96583,49078,4121,0,2000,0,2000,4200,120000
1600,209807,0,29,5088,0,0,51353,123664,0,44784,1807,43485,2000,0,2000,0,1800,45685,210000
3000,21024,2,49,1400,2,2,21142,21790,2,24930,1100,23772,0,2,1700,2,1340,25709,70000
2079,51802,0,51,3000,0,0,56968,53956,0,59318,2225,58099,3921,0,2155,0,2174,60504,230000
390,390,-1,26,390,-1,-1,390,390,-1,390,390,390,390,-1,390,-1,390,390,160000
1350,63677,0,26,2000,0,0,38141,64162,0,38586,1410,38190,1905,0,1388,0,2401,39962,80000
0,16230,-2,54,0,-2,-1,0,-200,-2,69000,0,0,200,-2,69000,-2,2500,2500,360000
17006,97043,-1,24,2000,0,0,6928,39837,-1,17363,657,17006,6943,0,630,0,633,17707,50000
2000,45717,2,47,3000,0,2,49837,47974,2,49947,0,50807,3000,2,0,0,5000,50424,50000
10004,270276,0,30,11000,0,0,263734,506260,0,262895,10000,268216,10000,0,10020,0,10100,264508,280000
2528,26278,0,54,1700,0,0,27533,24767,0,25620,780,26400,3400,0,0,0,390,390,30000
0,23901,0,27,4146,2,0,8643,13262,0,1975,0,7382,1200,0,0,2,49800,50514,50000
4000,118709,0,57,5000,0,0,118684,120580,0,91124,4000,88557,5007,0,4003,0,4003,88094,120000
110,18317,0,32,0,2,-1,11400,17330,0,10914,1000,11120,1000,0,500,2,18963,11315,70000
1468,0,-2,45,0,-2,-2,0,0,-2,0,0,1468,0,-2,0,-2,0,0,160000
310,7877,0,35,1174,0,0,9864,8918,0,9414,2000,9673,1120,0,316,0,1000,9156,10000
0,2667,-1,35,2667,-1,-2,0,2667,-2,0,0,0,0,-2,0,-1,0,0,90000
10600,225400,0,35,9000,0,-1,215056,220202,-1,10224,1000,10506,9348,-1,10300,0,9300,9233,270000
6109,385662,0,50,12020,0,0,220022,294826,0,35270,12000,154283,9009,0,3000,0,332000,332270,380000
941,45335,0,44,1524,0,0,30286,46027,0,26823,1000,26275,1427,0,972,0,992,27371,50000
0,264,2,43,1000,-1,-1,632,948,0,316,0,316,0,-1,316,-1,1414,1414,150000
10000,194961,0,32,7200,0,0,203251,197536,0,213015,8500,208355,9000,0,8000,0,8010,217475,220000
1000,20730,0,32,1582,0,0,35884,17107,0,29052,1000,31057,30000,0,1000,0,1000,25933,180000
2000,49017,0,57,2500,0,0,47487,50690,0,48449,1800,48319,2000,0,1746,0,2000,49656,50000
4306,132214,0,34,4414,0,0,135263,135140,0,144786,4112,137540,4700,0,10006,0,4822,146379,150000
1500,24581,0,31,1728,0,0,26631,25611,0,27801,0,27383,1748,0,1011,0,4000,31337,170000
946,-200,-2,30,0,-2,-2,-200,-200,-2,3956,0,746,0,-2,3956,-2,2500,2500,400000
0,0,-2,34,0,-2,-1,0,0,-2,0,59,0,0,-2,0,1,150,150,360000
2037,96190,0,26,3513,0,0,78267,90462,0,51812,3004,71795,3017,0,2019,0,3010,25064,440000
34,13780,-2,41,12300,-2,-1,32463,12242,-2,13711,45684,20621,32520,-2,68,-2,8334,8294,470000
0,37170,2,29,0,2,0,39863,36297,2,39744,1600,38924,4500,0,1600,1,1600,40533,50000
1000,16936,0,29,1303,0,0,18976,17963,0,20343,933,19660,1316,0,1000,0,1000,21003,80000
308,10012,2,22,2452,0,0,9473,9784,0,9135,1000,8947,7,0,320,0,328,8613,10000
4287,133572,0,26,6169,0,0,113272,135367,0,118171,9500,115685,4500,0,4500,2,4500,120550,140000
0,853,-1,23,3128,-1,-1,4719,3128,-1,1610,10909,100,4722,-1,1610,-1,0,690,70000
0,6470,0,24,2654,0,0,15123,8610,2,9717,151,9761,7230,0,463,0,393,8046,110000
6290,165303,0,47,6200,0,0,172281,168837,0,179582,0,175705,6254,0,6710,0,8250,184650,270000
656,18937,0,24,0,2,-1,18918,18350,0,13180,0,19323,1251,-1,13180,3,5200,5200,20000
0,17454,-1,43,24890,-1,-1,45297,-50,0,11481,6000,17371,48394,0,5461,-1,15000,5922,250000
7650,6466,-2,31,6266,-2,-2,12578,6266,-2,48090,17271,7650,12581,-2,48090,-2,28973,17013,390000
4500,109326,0,41,5600,0,0,113921,111679,0,111382,4500,114348,5600,0,4200,0,4500,112458,140000
0,0,-2,28,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,150000
195,-140,-2,29,28232,-2,-2,3572,28092,-2,209,0,195,3589,-2,210,-2,994,990,300000
4,632,-1,31,0,-1,0,480,0,-1,66675,3000,-150,480,-1,69001,-1,2500,68071,290000
0,0,-2,53,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,50000
1392,586,-1,22,297,-1,-1,3674,297,-1,3085,3721,1392,3675,-1,3086,-1,3492,3450,50000
502,1041,0,26,10758,-1,0,11094,10757,0,8562,9,9351,2679,0,224,2,513,8058,20000
5809,172184,0,49,7583,0,0,168041,170697,0,160806,6100,163783,7461,0,5608,0,6500,158866,220000
12000,440474,0,40,18000,0,0,455286,444370,0,334558,13016,327021,20000,0,13000,0,13022,341439,630000
336,4536,0,30,1161,0,0,6455,5616,0,6991,0,6791,1000,0,200,0,0,0,130000
2000,24758,0,38,1273,0,0,16105,25581,0,18330,1000,17571,1534,0,1000,0,1000,16268,70000
1800,41815,0,29,2100,0,0,44022,42938,0,45915,2500,44792,2100,0,2000,0,2000,46998,80000
2505,147113,0,32,5000,0,0,125159,133486,0,60507,3000,120869,4500,0,50000,0,3000,53100,470000
0,14943,-1,29,2888,-1,-2,0,2888,-2,0,0,0,0,-2,0,-1,0,0,140000
813,18021,0,47,1280,0,2,17667,17352,0,20499,0,18187,1293,0,2770,0,703,20718,20000
10355,14445,0,30,1500,0,0,19885,15404,0,22902,5493,22355,4911,0,10902,0,3500,15373,180000
13959,67857,0,28,3000,0,0,64947,69711,0,28575,4000,26022,1500,0,3000,0,1500,21460,70000
0,0,-2,50,0,-2,2,0,0,-2,7092,0,0,0,-1,7092,-2,0,6832,30000
46,11351,0,54,1150,0,-1,6515,11449,0,1817,2270,2315,1012,0,36,0,2081,2081,50000
2000,108316,0,36,4600,0,0,88568,100784,0,42138,1700,43720,3500,0,2000,0,1800,43085,110000
0,42189,-1,27,83754,-1,0,120927,83754,0,82475,92250,105303,120927,0,716,-1,25213,33262,300000
7086,2450,-1,39,11833,-1,-1,22963,11833,-1,5453,7570,7086,22963,0,0,-1,1486,1486,500000
100000,356913,-1,36,210000,-1,0,68214,208305,0,16209,5000,168014,170000,0,3000,-1,3000,18918,360000
1000,11192,2,22,5000,0,2,15133,15677,0,16677,700,15582,0,0,1500,0,0,16259,20000
2132,67505,-2,23,2000,-2,-2,38399,36772,-2,39508,2031,39131,2400,-2,1617,-2,515,3441,140000
0,1663,-2,35,0,-2,-2,0,0,-2,29221,0,0,0,-2,29221,-2,3194,3194,330000
277,5157,0,35,1012,0,0,0,2461,-1,2599,1123,277,0,-1,2602,0,2019,3941,360000
6000,20755,0,25,2000,0,0,19778,20043,0,28639,3000,24939,2000,0,4000,0,4000,8370,100000
2000,4221,0,44,2500,0,0,8361,6642,0,11038,1000,10208,2000,0,1000,0,1000,11848,70000
0,8385,-2,36,27,-1,-2,-27,-27,-2,-27,0,-27,0,-2,0,-1,0,-27,300000
0,6608,-1,45,10017,-1,-1,22456,10009,0,14020,0,22056,22456,0,0,-1,1230,1230,300000
10000,79021,0,41,4023,0,0,74749,77975,0,83685,3005,80757,3016,0,4011,0,3073,81569,150000
5000,165040,0,25,6809,0,0,148133,167485,0,125736,4473,123266,7038,0,4500,0,5000,128342,220000
0,2673,-1,29,0,-2,3,317,0,2,1521,0,317,317,2,1204,-2,0,1204,80000
1700,48206,0,37,2120,0,0,47248,48659,0,49196,2113,48241,1750,0,1800,0,2023,50296,50000
3500,6618,0,31,1900,0,0,7957,6777,0,76187,3800,4667,3008,0,73000,0,2700,74900,200000
1710,122750,0,24,4966,0,0,61466,118319,0,48898,2672,48288,2034,0,1765,0,2000,49699,130000
1000,50486,0,29,2200,0,0,49388,50035,0,9598,1500,10275,1192,0,2000,0,1000,8382,50000
2,21043,-1,44,1196,0,-1,1754,21183,0,1339,0,666,1757,-1,1443,-1,1949,1748,30000
0,33752,2,31,0,2,2,35572,32928,2,36942,1511,34700,3200,2,2800,2,0,36196,100000
7100,187610,0,33,8500,0,0,195739,191592,0,202410,9051,198081,9000,0,7510,0,7700,206582,210000
390,780,-1,44,0,-1,-1,390,0,-1,390,390,390,390,-1,390,-1,390,390,100000
148,0,-1,37,732,-1,-1,873,732,-1,129,0,148,873,-1,129,1,292,292,210000
5199,7186,-1,23,8060,-1,-1,137,3478,2,17694,0,1714,137,-1,17694,-1,575,12237,20000
1500,33195,0,26,1600,0,0,32406,32705,0,31728,1003,32167,1500,0,1300,0,1261,31061,30000
0,1050,3,37,0,2,3,1050,1050,3,1050,0,1050,0,3,0,2,0,1050,50000
1200,24466,2,36,4500,0,2,27507,28255,0,31136,1500,27952,0,0,3800,0,0,30486,120000
1634,70482,0,27,2580,0,0,64926,70591,0,54029,620,59949,2337,0,1606,0,1371,48170,90000
2065,0,-2,29,0,-2,-2,4150,0,-2,0,0,2065,4150,-2,0,1,500,500,160000
30000,40434,-1,36,2000,0,0,129978,13352,0,138969,3000,150637,129990,0,25000,0,5000,132118,360000
326,326,-1,39,652,-1,-1,326,326,-1,326,326,326,326,-1,326,-1,326,326,230000
6333,94585,0,40,2659,0,0,24801,61111,-1,166251,6205,6288,2090,-1,178460,0,5506,162785,500000
1007,48979,0,41,5070,0,-1,29347,41597,0,11989,1156,19544,1219,0,8,0,9381,9079,60000
1500,10532,2,29,2800,0,2,12637,13145,2,13556,0,13922,0,2,0,0,1200,14528,50000
2500,36108,0,28,3000,0,0,36357,34256,0,39489,2000,37878,3000,0,3000,0,3000,41833,130000
2000,43533,0,48,1700,0,0,38051,39252,0,38725,1000,37988,1700,0,1500,2,1600,39685,60000
0,75960,2,36,2000,2,0,51184,64683,0,25292,173869,37938,0,0,0,2,0,12646,170000
0,59955,0,34,2260,0,0,65399,61252,2,65312,1815,63800,5203,0,2670,0,1342,37838,130000
9040,6274,-1,27,0,2,0,3980,5971,-1,9040,17291,9040,4000,0,0,1,0,0,20000
3008,100895,0,70,3371,0,0,64839,70244,0,45554,1372,57583,2089,0,1300,0,1500,37063,350000
647,15736,0,34,1284,0,0,17774,16762,0,18507,1506,18125,1296,0,672,2,864,19063,20000
8660,6526,-1,31,783,-2,-2,8927,779,-1,692,0,8660,9098,-1,698,1,0,0,150000
438,46528,0,25,1794,0,2,36251,47456,-1,43367,0,438,1021,-1,43367,0,1800,44305,50000
5000,171141,0,39,5700,0,0,119543,118103,0,126007,4700,122851,4600,0,5000,0,5000,129144,420000
0,9744,5,40,1500,3,2,10630,10940,4,9865,0,10320,0,3,0,3,500,10055,60000
2600,81111,0,27,3500,0,0,60210,83081,0,62636,1500,61221,3000,0,2600,0,3000,54261,90000
2150,28207,2,27,1800,2,2,28497,29261,2,43148,0,29862,0,2,900,2,3776,30603,30000
700,20874,0,27,1700,0,0,22165,21930,0,19030,1000,20502,1500,0,1000,0,1000,15119,120000
0,16922,-2,32,2555,-2,-2,0,2552,-2,0,0,0,0,-2,0,-2,0,0,160000
780,390,-1,27,390,-1,-1,390,390,-1,240,300,780,390,2,0,2,930,630,120000
800,8222,0,22,0,2,0,8958,7948,0,10150,2130,9456,1300,0,1000,1,900,10727,20000
1113,30818,0,29,2000,0,0,32211,31209,0,34304,2000,31647,2000,0,5000,0,5000,36849,230000
5000,44278,0,28,0,2,0,43095,41812,0,44744,982,46292,2000,0,1514,1,1197,36243,110000
30000,30832,-2,52,33670,-2,-2,35192,33652,-2,10766,30200,30000,35212,-2,10766,-2,33905,33887,340000
1170,37774,0,37,1976,0,0,36453,38492,0,30167,1022,29700,1564,0,1055,0,1052,29613,50000
1800,38102,2,31,2830,2,2,40071,40025,2,42100,1704,40906,1000,2,2000,1,0,41269,50000
0,16088,2,56,9000,0,0,25098,24800,2,24907,942,24396,1000,0,903,0,1061,25555,30000
500,2087,0,29,1000,0,0,3355,2632,0,3640,1000,3253,1186,0,1000,0,500,3512,50000
6316,0,-1,27,306,-1,0,2017,306,-1,3107,1002,6316,2017,0,62,1,0,0,30000
16500,3226,0,23,3596,0,-1,6992,5591,0,14427,0,20412,2992,0,0,-1,5119,5119,30000
0,84589,0,40,3700,0,0,38333,85418,2,38199,1500,37419,4890,0,1535,0,1545,38957,110000
5619,0,-1,36,1690,-1,-1,0,1690,-1,4090,0,5619,0,-1,4090,1,581,581,210000
1130,48508,0,32,3037,0,0,38280,49213,0,6436,0,12305,1800,0,2000,0,0,0,50000
1131,43769,0,31,2018,0,0,36111,38907,0,26946,1019,32723,1520,0,1005,0,1107,26439,550000
1532,13500,-1,36,6364,-1,-1,11670,6350,-1,1232,3,1530,11728,-1,1234,-1,201,201,450000
1000,4064,0,48,2000,0,0,7719,5987,0,9291,2000,8588,2000,0,1000,0,2000,11127,50000
3000,70721,0,44,8000,0,0,70204,69994,0,73296,3000,70238,3000,0,5000,0,2595,73369,180000
20076,15432,-2,35,10851,-2,-1,22134,10835,-2,1897,0,32823,22258,-1,2099,-2,5827,5627,240000
4000,107195,2,29,7845,0,0,106637,109443,0,92417,9600,106665,4000,0,3500,0,9500,90730,110000
2439,2474,-1,27,2469,-1,-1,2439,2469,-1,2439,0,2439,2439,-1,2439,-1,2116,2116,120000
0,9614,-2,26,0,0,-1,0,0,-2,0,2000,0,0,-2,0,0,16708,16708,100000
8000,79244,2,51,0,3,0,75598,77441,0,84955,4000,82277,0,0,4000,2,4000,87549,160000
3691,264,-1,37,264,-1,-1,1191,264,-1,3445,953,3691,1191,-1,3445,-1,56264,56264,270000
5674,89619,0,38,15000,0,0,110000,103095,0,121313,18272,115674,10000,0,11313,0,5538,15538,190000
291,291,-2,35,2594,-2,-2,2691,2594,-2,291,3124,291,2691,-2,291,1,291,291,320000
2462,2635,-1,26,1270,-1,2,11428,807,-1,3605,3192,2462,11500,-1,1559,-1,0,1559,30000
8000,240248,0,29,11000,0,0,201606,221277,0,180255,8000,183454,9100,0,8000,0,7000,184230,240000
1000,12308,0,26,1500,0,0,14873,13604,0,15972,1700,15624,1500,0,600,0,600,16308,40000
12654,2104,-1,36,2081,-1,-1,10719,2074,-1,25784,200,12654,10725,-1,25784,-1,19950,19950,170000
600,16097,2,63,1400,2,0,17090,16951,2,16725,772,17128,700,2,0,2,800,17263,20000
